"season","dateBorn","position","playerName","team","dateSeasonStart","playerAgeYrs"
"2001",1982-09-02,"O","Pavel Besta","FC Baník Ostrava",2000-07-29,17.9178082191781
"2001",1974-02-25,"O","René Bolf","FC Baník Ostrava",2000-07-29,26.441095890411
"2001",1976-03-11,"O","Robert Caha","FC Baník Ostrava",2000-07-29,24.4
"2001",1975-09-27,"O","Bronislav Červenka","FC Baník Ostrava",2000-07-29,24.8547945205479
"2001",1973-11-12,"O","Peter Drozd","FC Baník Ostrava",2000-07-29,26.7287671232877
"2001",1978-04-23,"O","Josef Dvorník","FC Baník Ostrava",2000-07-29,22.2821917808219
"2001",1978-11-19,"O","Josef Hoffmann","FC Baník Ostrava",2000-07-29,21.7068493150685
"2001",1978-01-29,"O","Radim Wozniak","FC Baník Ostrava",2000-07-29,22.5123287671233
"2001",1973-12-01,"Z","Petr Bílek","FC Baník Ostrava",2000-07-29,26.6767123287671
"2001",1976-03-20,"Z","Vladimír Čáp","FC Baník Ostrava",2000-07-29,24.3753424657534
"2001",1978-12-24,"Z","Rostislav Kiša","FC Baník Ostrava",2000-07-29,21.6109589041096
"2001",1976-08-03,"Z","Lubor Knapp","FC Baník Ostrava",2000-07-29,24.0027397260274
"2001",1979-03-10,"Z","Lubomír Kubica","FC Baník Ostrava",2000-07-29,21.4027397260274
"2001",1977-07-17,"Z","Marcel Lička","FC Baník Ostrava",2000-07-29,23.0493150684932
"2001",1978-11-17,"Z","Martin Lukeš","FC Baník Ostrava",2000-07-29,21.7123287671233
"2001",1975-01-06,"Z","Roman Skuhravý","FC Baník Ostrava",2000-07-29,25.5780821917808
"2001",1981-10-28,"U","Milan Baroš","FC Baník Ostrava",2000-07-29,18.7643835616438
"2001",1980-11-02,"U","Miroslav Matušovič","FC Baník Ostrava",2000-07-29,19.7506849315069
"2001",1973-08-18,"U","Martin Prohászka","FC Baník Ostrava",2000-07-29,26.9643835616438
"2001",1964-02-14,"U","Petr Samec","FC Baník Ostrava",2000-07-29,36.4794520547945
"2001",1979-11-02,"U","Libor Žůrek","FC Baník Ostrava",2000-07-29,20.7534246575342
"2001",1972-09-14,"-","Peter Németh","FC Baník Ostrava",2000-07-29,27.8904109589041
"2001",1977-05-18,"-","Milan Páleník","FC Baník Ostrava",2000-07-29,23.213698630137
"2001",1972-01-04,"-","Michal Šlachta","FC Baník Ostrava",2000-07-29,28.586301369863
"2001",1975-02-11,"-","Marek Špilár","FC Baník Ostrava",2000-07-29,25.4794520547945
"2001",1975-03-12,"-","Tomáš Šťástka","FC Baník Ostrava",2000-07-29,25.4
"2001",1971-06-07,"-","Petr Veselý","FC Baník Ostrava",2000-07-29,29.1643835616438
"2000",1974-09-27,"B","Vít Baránek","FC Baník Ostrava",1999-07-31,24.8575342465753
"2000",1977-01-31,"B","Martin Raška","FC Baník Ostrava",1999-07-31,22.5095890410959
"2000",1976-03-11,"O","Robert Caha","FC Baník Ostrava",1999-07-31,23.4027397260274
"2000",1978-04-23,"O","Josef Dvorník","FC Baník Ostrava",1999-07-31,21.2849315068493
"2000",1978-11-19,"O","Josef Hoffmann","FC Baník Ostrava",1999-07-31,20.7095890410959
"2000",1977-05-09,"O","Marek Jankulovski","FC Baník Ostrava",1999-07-31,22.241095890411
"2000",1978-01-29,"O","Radim Wozniak","FC Baník Ostrava",1999-07-31,21.5150684931507
"2000",1970-07-01,"Z","Jan Baránek","FC Baník Ostrava",1999-07-31,29.1013698630137
"2000",1976-03-20,"Z","Vladimír Čáp","FC Baník Ostrava",1999-07-31,23.3780821917808
"2000",1978-12-24,"Z","Rostislav Kiša","FC Baník Ostrava",1999-07-31,20.613698630137
"2000",1979-03-10,"Z","Lubomír Kubica","FC Baník Ostrava",1999-07-31,20.4054794520548
"2000",1977-07-17,"Z","Marcel Lička","FC Baník Ostrava",1999-07-31,22.0520547945205
"2000",1978-11-17,"Z","Martin Lukeš","FC Baník Ostrava",1999-07-31,20.7150684931507
"2000",1973-05-29,"Z","Radek Slončík","FC Baník Ostrava",1999-07-31,26.1890410958904
"2000",1981-10-28,"U","Milan Baroš","FC Baník Ostrava",1999-07-31,17.7671232876712
"2000",1964-02-14,"U","Petr Samec","FC Baník Ostrava",1999-07-31,35.4821917808219
"2000",1979-11-02,"U","Libor Žůrek","FC Baník Ostrava",1999-07-31,19.7561643835616
"2000",1977-05-18,"-","Milan Páleník","FC Baník Ostrava",1999-07-31,22.2164383561644
"2000",1970-06-21,"-","Marek Poštulka","FC Baník Ostrava",1999-07-31,29.1287671232877
"2000",1967-09-22,"-","Milan Poštulka","FC Baník Ostrava",1999-07-31,31.8767123287671
"2000",1972-01-04,"-","Michal Šlachta","FC Baník Ostrava",1999-07-31,27.5890410958904
"2000",1975-03-12,"-","Tomáš Šťástka","FC Baník Ostrava",1999-07-31,24.4027397260274
"2000",1971-06-07,"-","Petr Veselý","FC Baník Ostrava",1999-07-31,28.1671232876712
"1999",1974-09-27,"B","Vít Baránek","FC Baník Ostrava",1998-08-03,23.8657534246575
"1999",1968-01-10,"B","Ivo Schmucker","FC Baník Ostrava",1998-08-03,30.5835616438356
"1999",1968-03-10,"B","Pavel Srníček","FC Baník Ostrava",1998-08-03,30.4191780821918
"1999",1974-02-25,"O","René Bolf","FC Baník Ostrava",1998-08-03,24.4520547945205
"1999",1976-03-11,"O","Robert Caha","FC Baník Ostrava",1998-08-03,22.4109589041096
"1999",1977-05-09,"O","Marek Jankulovski","FC Baník Ostrava",1998-08-03,21.2493150684931
"1999",1978-01-29,"O","Radim Wozniak","FC Baník Ostrava",1998-08-03,20.5232876712329
"1999",1970-07-01,"Z","Jan Baránek","FC Baník Ostrava",1998-08-03,28.1095890410959
"1999",1976-03-20,"Z","Vladimír Čáp","FC Baník Ostrava",1998-08-03,22.386301369863
"1999",1977-07-17,"Z","Marcel Lička","FC Baník Ostrava",1998-08-03,21.0602739726027
"1999",1978-11-17,"Z","Martin Lukeš","FC Baník Ostrava",1998-08-03,19.7232876712329
"1999",1977-02-01,"Z","Libor Sionko","FC Baník Ostrava",1998-08-03,21.5150684931507
"1999",1973-05-29,"Z","Radek Slončík","FC Baník Ostrava",1998-08-03,25.1972602739726
"1999",1981-10-28,"U","Milan Baroš","FC Baník Ostrava",1998-08-03,16.7753424657534
"1999",1964-02-14,"U","Petr Samec","FC Baník Ostrava",1998-08-03,34.4904109589041
"1999",1979-11-02,"U","Libor Žůrek","FC Baník Ostrava",1998-08-03,18.7643835616438
"1999",1969-06-30,"-","Pavel Harazim","FC Baník Ostrava",1998-08-03,29.1123287671233
"1999",1977-05-18,"-","Milan Páleník","FC Baník Ostrava",1998-08-03,21.2246575342466
"1999",1971-12-17,"-","Michal Pánčík","FC Baník Ostrava",1998-08-03,26.6465753424658
"1999",1967-09-22,"-","Milan Poštulka","FC Baník Ostrava",1998-08-03,30.8849315068493
"1999",1976-11-02,"-","Petr Ruman","FC Baník Ostrava",1998-08-03,21.7643835616438
"1999",1975-03-12,"-","Tomáš Šťástka","FC Baník Ostrava",1998-08-03,23.4109589041096
"1999",1971-06-07,"-","Petr Veselý","FC Baník Ostrava",1998-08-03,27.1753424657534
"1999",1965-10-29,"-","Dušan Vrťo","FC Baník Ostrava",1998-08-03,32.7835616438356
"1999",1971-06-14,"-","Tibor Zátek","FC Baník Ostrava",1998-08-03,27.1561643835616
"1998",1974-09-27,"B","Vít Baránek","FC Baník Ostrava",1997-08-02,22.8630136986301
"1998",1976-10-16,"B","Jakub Kafka","FC Baník Ostrava",1997-08-02,20.8082191780822
"1998",1968-01-10,"B","Ivo Schmucker","FC Baník Ostrava",1997-08-02,29.5808219178082
"1998",1974-02-25,"O","René Bolf","FC Baník Ostrava",1997-08-02,23.4493150684931
"1998",1977-05-09,"O","Marek Jankulovski","FC Baník Ostrava",1997-08-02,20.2465753424658
"1998",1973-05-26,"O","Miroslav Mikulík","FC Baník Ostrava",1997-08-02,24.2027397260274
"1998",1976-03-20,"Z","Vladimír Čáp","FC Baník Ostrava",1997-08-02,21.3835616438356
"1998",1977-07-17,"Z","Marcel Lička","FC Baník Ostrava",1997-08-02,20.0575342465753
"1998",1978-11-17,"Z","Martin Lukeš","FC Baník Ostrava",1997-08-02,18.7205479452055
"1998",1975-04-02,"Z","Aleš Pikl","FC Baník Ostrava",1997-08-02,22.3506849315068
"1998",1977-02-01,"Z","Libor Sionko","FC Baník Ostrava",1997-08-02,20.5123287671233
"1998",1973-05-29,"Z","Radek Slončík","FC Baník Ostrava",1997-08-02,24.1945205479452
"1998",1978-03-28,"U","Lubomír Blaha","FC Baník Ostrava",1997-08-02,19.3616438356164
"1998",1964-02-14,"U","Petr Samec","FC Baník Ostrava",1997-08-02,33.4876712328767
"1998",1972-03-17,"-","Jiří Barbořík","FC Baník Ostrava",1997-08-02,25.3945205479452
"1998",1969-06-30,"-","Pavel Harazim","FC Baník Ostrava",1997-08-02,28.1095890410959
"1998",1973-03-03,"-","Miroslav Kaloč","FC Baník Ostrava",1997-08-02,24.4328767123288
"1998",1963-08-10,"-","Karel Kula","FC Baník Ostrava",1997-08-02,34.0027397260274
"1998",1971-12-17,"-","Michal Pánčík","FC Baník Ostrava",1997-08-02,25.6438356164384
"1998",1970-06-21,"-","Marek Poštulka","FC Baník Ostrava",1997-08-02,27.1342465753425
"1998",1967-09-22,"-","Milan Poštulka","FC Baník Ostrava",1997-08-02,29.8821917808219
"1998",1976-11-02,"-","Petr Ruman","FC Baník Ostrava",1997-08-02,20.7616438356164
"1998",1977-07-17,"-","Kamil Šebesta","FC Baník Ostrava",1997-08-02,20.0575342465753
"1998",1974-06-29,"-","Petr Sedlák","FC Baník Ostrava",1997-08-02,23.1095890410959
"1998",1965-12-31,"-","Vladimír Skalba","FC Baník Ostrava",1997-08-02,31.6082191780822
"1998",1975-03-12,"-","Tomáš Šťástka","FC Baník Ostrava",1997-08-02,22.4082191780822
"1998",1972-11-28,"-","Milan Timko","FC Baník Ostrava",1997-08-02,24.6931506849315
"1998",1965-10-29,"-","Dušan Vrťo","FC Baník Ostrava",1997-08-02,31.7808219178082
"1998",1971-06-14,"-","Tibor Zátek","FC Baník Ostrava",1997-08-02,26.1534246575342
"1997",1974-09-27,"B","Vít Baránek","FC Baník Ostrava",1996-08-12,21.8904109589041
"1997",1968-01-10,"B","Ivo Schmuker","FC Baník Ostrava",1996-08-12,28.6082191780822
"1997",1974-02-25,"O","René Bolf","FC Baník Ostrava",1996-08-12,22.4767123287671
"1997",1974-08-15,"O","Richard Hrotek","FC Baník Ostrava",1996-08-12,22.0082191780822
"1997",1977-05-09,"O","Marek Jankulovski","FC Baník Ostrava",1996-08-12,19.2739726027397
"1997",1973-05-26,"O","Miroslav Mikulík","FC Baník Ostrava",1996-08-12,23.2301369863014
"1997",1976-03-20,"Z","Vladimír Čáp","FC Baník Ostrava",1996-08-12,20.4109589041096
"1997",1974-06-09,"Z","Martin Čížek","FC Baník Ostrava",1996-08-12,22.1917808219178
"1997",1975-04-02,"Z","Aleš Pikl","FC Baník Ostrava",1996-08-12,21.3780821917808
"1997",1973-05-29,"Z","Radek Slončík","FC Baník Ostrava",1996-08-12,23.2219178082192
"1997",1964-02-14,"U","Petr Samec","FC Baník Ostrava",1996-08-12,32.5150684931507
"1997",1974-11-16,"U","David Sourada","FC Baník Ostrava",1996-08-12,21.7534246575342
"1997",1972-10-23,"-","Milan Duhan","FC Baník Ostrava",1996-08-12,23.8191780821918
"1997",1969-06-30,"-","Pavel Harazim","FC Baník Ostrava",1996-08-12,27.1369863013699
"1997",1971-04-22,"-","Luboš Knoflíček","FC Baník Ostrava",1996-08-12,25.3260273972603
"1997",1963-08-10,"-","Karel Kula","FC Baník Ostrava",1996-08-12,33.0301369863014
"1997",1970-01-18,"-","Petr Mašlej","FC Baník Ostrava",1996-08-12,26.5835616438356
"1997",1974-03-01,"-","Roman Nohavica","FC Baník Ostrava",1996-08-12,22.4657534246575
"1997",1971-12-17,"-","Michal Pánčík","FC Baník Ostrava",1996-08-12,24.6712328767123
"1997",1971-03-04,"-","Rostislav Pikonský","FC Baník Ostrava",1996-08-12,25.4602739726027
"1997",1970-06-21,"-","Marek Poštulka","FC Baník Ostrava",1996-08-12,26.1616438356164
"1997",1967-09-22,"-","Milan Poštulka","FC Baník Ostrava",1996-08-12,28.9095890410959
"1997",1976-11-02,"-","Petr Ruman","FC Baník Ostrava",1996-08-12,19.7890410958904
"1997",1974-09-05,"-","Radim Sáblik","FC Baník Ostrava",1996-08-12,21.9506849315068
"1997",1965-12-31,"-","Vladimír Skalba","FC Baník Ostrava",1996-08-12,30.6356164383562
"1997",1972-11-28,"-","Milan Timko","FC Baník Ostrava",1996-08-12,23.7205479452055
"1997",1965-10-29,"-","Dušan Vrťo","FC Baník Ostrava",1996-08-12,30.8082191780822
"1997",1969-09-12,"-","Luděk Zdráhal","FC Baník Ostrava",1996-08-12,26.9342465753425
"1996",1974-09-27,"B","Vít Baránek","FC Baník Ostrava",1995-07-31,20.8547945205479
"1996",1970-01-03,"B","Norbert Juračka","FC Baník Ostrava",1995-07-31,25.5890410958904
"1996",1976-10-16,"B","Jakub Kafka","FC Baník Ostrava",1995-07-31,18.8
"1996",1974-02-25,"O","René Bolf","FC Baník Ostrava",1995-07-31,21.441095890411
"1996",1974-08-15,"O","Richard Hrotek","FC Baník Ostrava",1995-07-31,20.972602739726
"1996",1977-05-09,"O","Marek Jankulovski","FC Baník Ostrava",1995-07-31,18.2383561643836
"1996",1976-11-28,"O","Radomír Víšek","FC Baník Ostrava",1995-07-31,18.6821917808219
"1996",1976-03-20,"Z","Vladimír Čáp","FC Baník Ostrava",1995-07-31,19.3753424657534
"1996",1974-06-09,"Z","Martin Čížek","FC Baník Ostrava",1995-07-31,21.1561643835616
"1996",1973-01-15,"Z","Tomáš Galásek","FC Baník Ostrava",1995-07-31,22.5534246575342
"1996",1978-11-17,"Z","Martin Lukeš","FC Baník Ostrava",1995-07-31,16.7123287671233
"1996",1975-12-17,"Z","Marcel Melecký","FC Baník Ostrava",1995-07-31,19.6328767123288
"1996",1975-04-02,"Z","Aleš Pikl","FC Baník Ostrava",1995-07-31,20.3424657534247
"1996",1973-05-29,"Z","Radek Slončík","FC Baník Ostrava",1995-07-31,22.186301369863
"1996",1974-04-23,"U","Václav Činčala","FC Baník Ostrava",1995-07-31,21.2849315068493
"1996",1974-11-16,"U","David Sourada","FC Baník Ostrava",1995-07-31,20.7178082191781
"1996",1971-07-04,"U","Vítězslav Tuma","FC Baník Ostrava",1995-07-31,24.0904109589041
"1996",1971-04-14,"-","Peter Bugár","FC Baník Ostrava",1995-07-31,24.3123287671233
"1996",1969-03-18,"-","Petr Bystroň","FC Baník Ostrava",1995-07-31,26.386301369863
"1996",1972-10-23,"-","Milan Duhan","FC Baník Ostrava",1995-07-31,22.7835616438356
"1996",1969-06-30,"-","Pavel Harazim","FC Baník Ostrava",1995-07-31,26.1013698630137
"1996",1972-08-28,"-","Roman Klimeš","FC Baník Ostrava",1995-07-31,22.9369863013699
"1996",1971-04-22,"-","Luboš Knoflíček","FC Baník Ostrava",1995-07-31,24.2904109589041
"1996",1968-09-06,"-","Pavel Kubánek","FC Baník Ostrava",1995-07-31,26.9150684931507
"1996",1963-08-10,"-","Karel Kula","FC Baník Ostrava",1995-07-31,31.9945205479452
"1996",1969-12-12,"-","Karel Kulyk","FC Baník Ostrava",1995-07-31,25.6493150684932
"1996",1967-04-29,"-","Jaroslav Laub","FC Baník Ostrava",1995-07-31,28.2739726027397
"1996",1970-01-18,"-","Petr Mašlej","FC Baník Ostrava",1995-07-31,25.5479452054795
"1996",1974-03-01,"-","Roman Nohavica","FC Baník Ostrava",1995-07-31,21.4301369863014
"1996",1973-06-08,"-","Michal Ondráček","FC Baník Ostrava",1995-07-31,22.158904109589
"1996",1977-05-18,"-","Milan Páleník","FC Baník Ostrava",1995-07-31,18.213698630137
"1996",1971-12-17,"-","Michal Pánčík","FC Baník Ostrava",1995-07-31,23.6356164383562
"1996",1970-06-21,"-","Marek Poštulka","FC Baník Ostrava",1995-07-31,25.1260273972603
"1996",1976-11-02,"-","Petr Ruman","FC Baník Ostrava",1995-07-31,18.7534246575342
"1996",1974-09-05,"-","Radim Sáblik","FC Baník Ostrava",1995-07-31,20.9150684931507
"1996",1975-03-12,"-","Tomáš Šťástka","FC Baník Ostrava",1995-07-31,20.4
"1996",1971-06-07,"-","Petr Veselý","FC Baník Ostrava",1995-07-31,24.1643835616438
"1996",1969-09-12,"-","Luděk Zdráhal","FC Baník Ostrava",1995-07-31,25.8986301369863
"1995",1969-10-24,"B","Tomáš Bernady","FC Baník Ostrava",1994-08-08,24.8054794520548
"1995",1970-01-03,"B","Norbert Juračka","FC Baník Ostrava",1994-08-08,24.6109589041096
"1995",1976-10-16,"B","Jakub Kafka","FC Baník Ostrava",1994-08-08,17.8219178082192
"1995",1972-06-21,"B","Tomáš Sedlák","FC Baník Ostrava",1994-08-08,22.1452054794521
"1995",1977-05-09,"O","Marek Jankulovski","FC Baník Ostrava",1994-08-08,17.2602739726027
"1995",1974-01-02,"O","Tomáš Řepka","FC Baník Ostrava",1994-08-08,20.6109589041096
"1995",1976-03-20,"Z","Vladimír Čáp","FC Baník Ostrava",1994-08-08,18.3972602739726
"1995",1974-06-09,"Z","Martin Čížek","FC Baník Ostrava",1994-08-08,20.1780821917808
"1995",1973-01-15,"Z","Tomáš Galásek","FC Baník Ostrava",1994-08-08,21.5753424657534
"1995",1973-05-29,"Z","Radek Slončík","FC Baník Ostrava",1994-08-08,21.2082191780822
"1995",1970-01-28,"U","Dalibor Slezák","FC Baník Ostrava",1994-08-08,24.5424657534247
"1995",1971-07-04,"U","Vítězslav Tuma","FC Baník Ostrava",1994-08-08,23.1123287671233
"1995",1969-03-18,"-","Petr Bystroň","FC Baník Ostrava",1994-08-08,25.4082191780822
"1995",1972-10-23,"-","Milan Duhan","FC Baník Ostrava",1994-08-08,21.8054794520548
"1995",1962-11-26,"-","Viliam Hýravý","FC Baník Ostrava",1994-08-08,31.7205479452055
"1995",1971-04-22,"-","Luboš Knoflíček","FC Baník Ostrava",1994-08-08,23.3123287671233
"1995",1968-09-06,"-","Pavel Kubánek","FC Baník Ostrava",1994-08-08,25.9369863013699
"1995",1970-01-18,"-","Petr Mašlej","FC Baník Ostrava",1994-08-08,24.5698630136986
"1995",1974-03-01,"-","Roman Nohavica","FC Baník Ostrava",1994-08-08,20.4520547945205
"1995",1973-06-08,"-","Michal Ondráček","FC Baník Ostrava",1994-08-08,21.1808219178082
"1995",1970-06-21,"-","Marek Poštulka","FC Baník Ostrava",1994-08-08,24.1479452054795
"1995",1974-12-30,"-","Lubomír Průdek","FC Baník Ostrava",1994-08-08,19.6191780821918
"1995",1976-11-02,"-","Petr Ruman","FC Baník Ostrava",1994-08-08,17.7753424657534
"1995",1968-10-16,"-","Vladimír Siago","FC Baník Ostrava",1994-08-08,25.827397260274
"1995",1974-06-27,"-","Martin Svědík","FC Baník Ostrava",1994-08-08,20.1287671232877
"1995",1971-06-07,"-","Petr Veselý","FC Baník Ostrava",1994-08-08,23.186301369863
"1995",1969-11-08,"-","Rostislav Vojáček","FC Baník Ostrava",1994-08-08,24.7643835616438
"1994",1969-10-24,"B","Tomáš Bernady","FC Baník Ostrava",1993-08-15,23.8246575342466
"1994",1972-06-21,"B","Tomáš Sedlák","FC Baník Ostrava",1993-08-15,21.1643835616438
"1994",1973-11-12,"O","Petr Drozd","FC Baník Ostrava",1993-08-15,19.7698630136986
"1994",1974-01-02,"O","Tomáš Řepka","FC Baník Ostrava",1993-08-15,19.6301369863014
"1994",1970-08-22,"O","Jaroslav Schindler","FC Baník Ostrava",1993-08-15,22.9972602739726
"1994",1974-06-09,"Z","Martin Čížek","FC Baník Ostrava",1993-08-15,19.1972602739726
"1994",1973-01-15,"Z","Tomáš Galásek","FC Baník Ostrava",1993-08-15,20.5945205479452
"1994",1977-02-01,"Z","Libor Sionko","FC Baník Ostrava",1993-08-15,16.5452054794521
"1994",1973-05-29,"Z","Radek Slončík","FC Baník Ostrava",1993-08-15,20.227397260274
"1994",1969-03-18,"-","Petr Bystroň","FC Baník Ostrava",1993-08-15,24.427397260274
"1994",1972-10-23,"-","Milan Duhan","FC Baník Ostrava",1993-08-15,20.8246575342466
"1994",1967-01-29,"-","Ladislav Fujdiar","FC Baník Ostrava",1993-08-15,26.5616438356164
"1994",1962-11-26,"-","Viliam Hýravý","FC Baník Ostrava",1993-08-15,30.7397260273973
"1994",1973-03-03,"-","Miroslav Kaloč","FC Baník Ostrava",1993-08-15,20.4657534246575
"1994",1964-03-28,"-","Igor Klejch","FC Baník Ostrava",1993-08-15,29.4027397260274
"1994",1972-08-28,"-","Roman Klimeš","FC Baník Ostrava",1993-08-15,20.9780821917808
"1994",1968-09-06,"-","Pavel Kubánek","FC Baník Ostrava",1993-08-15,24.9561643835616
"1994",1970-01-18,"-","Petr Mašlej","FC Baník Ostrava",1993-08-15,23.5890410958904
"1994",1972-01-11,"-","Kamil Mihola","FC Baník Ostrava",1993-08-15,21.6082191780822
"1994",1973-09-20,"-","Radek Onderka","FC Baník Ostrava",1993-08-15,19.9150684931507
"1994",1973-06-08,"-","Michal Ondráček","FC Baník Ostrava",1993-08-15,20.2
"1994",1970-06-21,"-","Marek Poštulka","FC Baník Ostrava",1993-08-15,23.1671232876712
"1994",1976-11-02,"-","Petr Ruman","FC Baník Ostrava",1993-08-15,16.7945205479452
"1994",1974-03-25,"-","Roman Šťástka","FC Baník Ostrava",1993-08-15,19.4054794520548
"1994",1974-06-27,"-","Martin Svědík","FC Baník Ostrava",1993-08-15,19.1479452054795
"1994",1971-06-07,"-","Petr Veselý","FC Baník Ostrava",1993-08-15,22.2054794520548
"2013",1992-08-26,"B","Tomáš Koubek","FC Hradec Králové",2012-07-27,19.9315068493151
"2013",1986-08-07,"B","Jiří Lindr","FC Hradec Králové",2012-07-27,25.9890410958904
"2013",1975-05-16,"O","Milan Fukal","FC Hradec Králové",2012-07-27,37.2246575342466
"2013",1991-12-01,"O","Tomáš Hájek","FC Hradec Králové",2012-07-27,20.6684931506849
"2013",1993-03-31,"O","Tomáš Holeš","FC Hradec Králové",2012-07-27,19.3369863013699
"2013",1988-01-22,"O","Peter Jánošík","FC Hradec Králové",2012-07-27,24.5287671232877
"2013",1985-02-13,"O","Michal Pávek","FC Hradec Králové",2012-07-27,27.4684931506849
"2013",1985-12-19,"O","Marek Plašil","FC Hradec Králové",2012-07-27,26.6219178082192
"2013",1982-09-09,"O","Jiří Poděbradský","FC Hradec Králové",2012-07-27,29.9013698630137
"2013",1992-09-29,"O","Dominik Simerský","FC Hradec Králové",2012-07-27,19.8383561643836
"2013",1988-04-24,"O","Jan Šisler","FC Hradec Králové",2012-07-27,24.2739726027397
"2013",1992-08-20,"O","Jaroslav Zelený","FC Hradec Králové",2012-07-27,19.9479452054795
"2013",1989-11-18,"Z","Emir Halilovič","FC Hradec Králové",2012-07-27,22.7041095890411
"2013",1988-07-22,"Z","Haris Harba","FC Hradec Králové",2012-07-27,24.0301369863014
"2013",1982-09-06,"Z","Radek Hochmeister","FC Hradec Králové",2012-07-27,29.9095890410959
"2013",1989-11-17,"Z","Jiří Janoušek","FC Hradec Králové",2012-07-27,22.7068493150685
"2013",1986-03-11,"Z","Aleksey Jedunov","FC Hradec Králové",2012-07-27,26.3972602739726
"2013",1981-06-20,"Z","Filip Klapka","FC Hradec Králové",2012-07-27,31.1232876712329
"2013",1991-11-12,"Z","Petr Schwarz","FC Hradec Králové",2012-07-27,20.7205479452055
"2013",1985-06-08,"Z","Vojtěch Štěpán","FC Hradec Králové",2012-07-27,27.1534246575342
"2013",1980-12-08,"Z","Tomáš Strnad","FC Hradec Králové",2012-07-27,31.6547945205479
"2013",1989-02-19,"U","Pavel Dvořák","FC Hradec Králové",2012-07-27,23.4493150684931
"2013",1992-01-08,"U","Vojtěch Hadaščok","FC Hradec Králové",2012-07-27,20.5643835616438
"2013",1975-10-11,"U","Marek Kulič","FC Hradec Králové",2012-07-27,36.8191780821918
"2013",1986-05-11,"U","Tomáš Mrázek","FC Hradec Králové",2012-07-27,26.2301369863014
"2013",1985-04-23,"U","Dušan Uškovič","FC Hradec Králové",2012-07-27,27.2794520547945
"2013",1991-02-10,"U","Václav Vašíček","FC Hradec Králové",2012-07-27,21.4739726027397
"2013",1991-11-28,"U","Radek Voltr","FC Hradec Králové",2012-07-27,20.6767123287671
"2013",1994-01-21,"U","Asim Zec","FC Hradec Králové",2012-07-27,18.5260273972603
"2012",1992-08-26,"B","Tomáš Koubek","FC Hradec Králové",2011-07-29,18.9342465753425
"2012",1986-08-07,"B","Jiří Lindr","FC Hradec Králové",2011-07-29,24.9917808219178
"2012",1985-03-24,"O","Jakub Chleboun","FC Hradec Králové",2011-07-29,26.3643835616438
"2012",1975-05-16,"O","Milan Fukal","FC Hradec Králové",2011-07-29,36.227397260274
"2012",1993-03-31,"O","Tomáš Holeš","FC Hradec Králové",2011-07-29,18.3397260273973
"2012",1985-04-19,"O","Marek Jandík","FC Hradec Králové",2011-07-29,26.2931506849315
"2012",1985-02-13,"O","Michal Pávek","FC Hradec Králové",2011-07-29,26.4712328767123
"2012",1985-12-19,"O","Marek Plašil","FC Hradec Králové",2011-07-29,25.6246575342466
"2012",1982-09-09,"O","Jiří Poděbradský","FC Hradec Králové",2011-07-29,28.9041095890411
"2012",1988-04-24,"O","Jan Šisler","FC Hradec Králové",2011-07-29,23.2767123287671
"2012",1992-08-20,"O","Jaroslav Zelený","FC Hradec Králové",2011-07-29,18.9506849315068
"2012",1983-03-24,"Z","Roman Fischer","FC Hradec Králové",2011-07-29,28.3671232876712
"2012",1982-09-06,"Z","Radek Hochmeister","FC Hradec Králové",2011-07-29,28.9123287671233
"2012",1989-11-17,"Z","Jiří Janoušek","FC Hradec Králové",2011-07-29,21.7095890410959
"2012",1986-03-11,"Z","Aleksey Jedunov","FC Hradec Králové",2011-07-29,25.4
"2012",1981-06-20,"Z","Filip Klapka","FC Hradec Králové",2011-07-29,30.1260273972603
"2012",1984-05-09,"Z","Tomáš Rezek","FC Hradec Králové",2011-07-29,27.2383561643836
"2012",1991-11-12,"Z","Petr Schwarz","FC Hradec Králové",2011-07-29,19.7232876712329
"2012",1985-06-08,"Z","Vojtěch Štěpán","FC Hradec Králové",2011-07-29,26.1561643835616
"2012",1985-01-28,"U","Pavel Černý","FC Hradec Králové",2011-07-29,26.5150684931507
"2012",1989-02-19,"U","Pavel Dvořák","FC Hradec Králové",2011-07-29,22.4520547945205
"2012",1989-01-07,"U","Radek Gulajev","FC Hradec Králové",2011-07-29,22.5698630136986
"2012",1991-08-25,"U","Tomáš Malinský","FC Hradec Králové",2011-07-29,19.9397260273973
"2012",1986-05-11,"U","Tomáš Mrázek","FC Hradec Králové",2011-07-29,25.2328767123288
"2012",1991-11-28,"U","Radek Voltr","FC Hradec Králové",2011-07-29,19.6794520547945
"2011",1988-04-28,"B","Jan Hanuš","FC Hradec Králové",2010-07-16,22.2301369863014
"2011",1992-08-26,"B","Tomáš Koubek","FC Hradec Králové",2010-07-16,17.8986301369863
"2011",1986-08-07,"B","Jiří Lindr","FC Hradec Králové",2010-07-16,23.9561643835616
"2011",1985-01-10,"B","Lukáš Zich","FC Hradec Králové",2010-07-16,25.5287671232877
"2011",1985-03-24,"O","Jakub Chleboun","FC Hradec Králové",2010-07-16,25.3287671232877
"2011",1982-12-10,"O","Tomáš Hájovský","FC Hradec Králové",2010-07-16,27.6164383561644
"2011",1985-04-19,"O","Marek Jandík","FC Hradec Králové",2010-07-16,25.2575342465753
"2011",1983-04-26,"O","Vlastimil Karal","FC Hradec Králové",2010-07-16,27.241095890411
